member_casual,start_station_name,total_rides
member,"State St & 76th St",33
member,"Artesian Ave & 71st St",33
member,"Kedzie Ave & Redfield Dr",33
member,"Stony Island Ave & 82nd St",33
casual,"Troy St & Jackson Blvd",33
member,"Public Rack - Nashotah & Northwest Hwy",33
casual,"Public Rack - Western Blvd & 49th St",33
casual,"Halsted St & 119th St",33
casual,"Baltimore Ave & 87th St",33
member,"Pulaski Rd & 75th St",33
casual,"Pulaski Rd & 75th St",33
casual,"Ewing Ave & Burnham Greenway",32
casual,"Springfield Ave & 71st St",32
member,"Springfield Ave & 47th St",32
member,"Public Rack - Penn Elementary School / KIPP Ascend Middle School",32
member,"Kildare Ave & Archer Ave",32
member,"Kostner Ave & Lake St",32
casual,"Whipple St & Roosevelt Rd",32
casual,"Public Rack - Nagel & Higgins",32
casual,"Ewing Ave & 98th St",32
casual,"Public Rack - Kimball Ave & Lawrence Ave",32
casual,"Cicero Ave & Flournoy St",32
casual,"Yates Blvd & 75th St",32
casual,"State St & 45th St",32
member,"Public Rack - Sawyer Ave & Lawrence Ave",32
casual,"Cottage Grove Ave & 49th St",32
casual,"Dorchester Ave & 53rd St",32
member,"Ellis Ave & 83rd St",31
casual,"Seeley Ave & Garfield Blvd",31
member,"Kedzie Ave & 66th Pl",31
casual,"Public Rack - Walden Pkwy & 103rd St",31
member,"Harding Ave & 31st St",31
casual,"Pulaski Rd & 60th Pl",31
member,"La Villita Park",31
member,"Central Park Ave & Douglas Blvd",31
casual,"Public Rack - Washtenaw Ave & Devon Ave",31
casual,"Public Rack - Lafayette Ave & 95th St",31
casual,"Avenue O & 118th St",31
member,"Milwaukee & Fullerton",31
member,"Marmora Ave & Irving Park Rd",30
member,"Dauphin Ave & 103rd St",30
casual,"Public Rack - Irving Park Rd & Leclaire Ave",30
member,"Burnham Greenway & 105th St",30
casual,"Monitor Ave & Division St",30
member,"Public Rack - Cicero Ave & Belle Plaine Ave",30
casual,"Mulligan Ave & Archer Ave",30
casual,"Cottage Grove Ave & 78th St",30
member,"Karlov Ave & Madison St",30
casual,"Parnell Ave & 127th St",30
member,"Narragansett Ave & McLean Ave",30
casual,"Lamon Ave & Chicago Ave",30
casual,"Major Taylor Trail & 111th St",30
member,"Burley Ave & 85th St",29
casual,"Halsted St & 56th St",29
casual,"Stony Island Ave & 82nd St",29
member,"Pulaski Rd & 84th St",29
casual,"Pulaski Rd & 84th St",29
casual,"Public Rack - Avers Ave & Irving Park Rd",29
casual,"Sheffield Ave & Fullerton Ave*",29
casual,"Long Ave & Belden Ave",29
casual,"Troy Ave & 27th St",29
casual,"Stewart Ave & 63rd St",29
casual,"Throop St & 99th St",29
casual,"Tripp Ave & 15th St",29
casual,"Le Mai Ave & Devon Ave",29
casual,"Public Rack - Langley Ave & 49th St",28
casual,"Ashland Ave & 78th St",28
member,"St. Louis & 71st St",28
casual,"Franklin St & Chicago Ave*",28
casual,"Martin Luther King Dr & 111th St",28
member,"Harlem Ave & Grace St",28
casual,"Archer Ave & 49th St",28
casual,"Evans Ave & 75th St",28
casual,"Racine Ave & 115th St",28
member,"Parkside Ave & Armitage Ave",28
member,"SCOOTERS CLASSIC - 2132 W Hubbard ST",28
casual,"Kedzie Ave & 66th Pl",28
casual,"Francisco Ave & Hollywood Ave",28
member,"Public Rack - Nagel & Higgins",28
member,"Public Rack - Sawyer Ave & Bryn Mawr Ave - SE",28
member,"Hastings St Depot LWS",28
member,"Cicero Ave & Lake St",27
member,"Ashland Ave & 74th St",27
member,"Halsted St & 78th St",27
member,"Tripp Ave & 31st St",27
member,"Damen Ave & 33rd St",27
member,"Oconto Ave & Belmont Ave",27
member,"Narragansett Ave & School St",27
casual,"Halsted St & 96th St",27
member,"Burling St & Diversey Pkwy*",27
member,"Kedzie Ave & 52nd St",27
member,"Pulaski Rd & 60th St",27
casual,"Sacramento Ave & 25th St",27
casual,"Public Rack - Prairie Ave & 47th St ",27
casual,"St Louis Ave & 59th St",27
casual,"Cicero Ave & Quincy St",27
casual,"Spaulding Ave & 63rd",27
casual,"Kostner Ave & Lake St",27
member,"Lawndale Ave & 30th St",27
casual,"Burley Ave & 91st St",27
member,"Public Rack - Monticello & Lawrence",27
casual,"North Ave & New England Ave",27
casual,"Public Rack - South Shore Dr & 71st St",27
member,"Cottage Grove Ave & 111th Pl",26
member,"Woodlawn Ave & 75th St",26
member,"Wellington Ave & Mulligan Ave",26
member,"Racine Ave & 65th St",26
casual,"Damen Ave & 74th St",26
casual,"Public Rack - Richard Daley College",26
casual,"Public Rack - Drake Ave & Leland Ave",26
member,"Martin Luther King Dr & 111th St",26
member,"Public Rack - Washington Park Ct & 51st St",26
member,"Mulligan Ave & Archer Ave",26
member,"Public Rack - Kimball Ave & Carmen Ave",26
member,"California Ave & 36th St",26
member,"Public Rack - Milwaukee Ave & School St",26
casual,"Fullerton & Monitor",26
casual,"Roscoe & Harlem",26
member,"Damen Ave & 51st St",26
casual,"Public Rack - Milwaukee Ave & Kennedy Expy",26
casual,"Archer Ave & Homan Ave",26
member,"Meade Ave & Diversey Ave",26
casual,"Racine Ave & 65th St",26
casual,"Kenton Ave & Madison St",26
casual,"Halsted St & 111th St",26
casual,"Laramie Ave & Madison St",26
casual,"Artesian Ave & Marquette Rd",26
casual,"Ewing Ave & 97th St",26
member,"Artesian Ave & 55th St",25
member,"Pulaski Rd & 68th St",25
casual,"Homan Ave & 77th St",25
casual,"Columbus Ave & 83rd Pl",25
member,"Rockwell St & 63rd St",25
casual,"Pulaski Rd & Ann Lurie Pl",25
member,"Meade Ave & Addison St",25
member,"Public Rack - Lawrence Ave & Kimball Ave",25
casual,"Indiana Ave & 103rd St",25
casual,"State St & 76th St",25
casual,"Granville Ave & Pulaski Rd",25
casual,"Harding Ave & 31st St",25
casual,"MLK Jr Dr & 83rd St",25
casual,"S Michigan Ave & E 118th St",25
casual,"Throop St & 52nd St",25
casual,"Vernon Ave & 79th St",25
casual,"Public Rack - Oak Park & Higgins",25
casual,"Public Rack - California Ave & Ogden Ave",25
casual,"Damen Ave & 77th St",25
casual,"Avers Ave & 16th St",24
member,"Damen Ave & 59th St",24
casual,"Constance Ave & 95th St",24
casual,"State St & 111th St",24
casual,"Pulaski Rd & 60th St",24
casual,"Pulaski Rd & 68th St",24
member,"Hale Ave & 107th St",24
member,"Public Rack - Kimbark Ave & 67th St",24
casual,"Rockwell St & 63rd St",24
casual,"Public Rack - Milwaukee Ave & Higgins Ave",24
casual,"Sacramento Blvd & Polk St",24
casual,"Karlov Ave & Fillmore St",24
casual,"Kedzie Ave & 73rd St",23
casual,"Torrence Ave & 106th St",23
casual,"Michigan Ave & 113th St",23
member,"Rockwell St & 57th St",23
member,"Mango Ave & North Ave",23
member,"Public Rack - Komensky Ave & 59th St",23
member,"Augusta Blvd & Laramie Ave",23
member,"Central Ave & Harrison St",23
member,"Loomis St & 95th St",23
casual,"Parkside Ave & Armitage Ave",23
member,"St Louis Ave & Norman Bobbins Pl",23
casual,"Western Ave & 62nd St",23
casual,"Halsted St & 83rd St",23
member,"Public Rack - Walden Pkwy & 103rd St",23
casual,"State St & 127th St",23
casual,"Major Ave & Bloomingdale Ave",23
casual,"State St & 123rd St",23
member,"Public Rack - Greenwood Ave & Lake Park Ave",23
member,"Stewart Ave & 63rd St",22
casual,"Marquette Ave & 89th St",22
casual,"Commercial Ave & 90th St",22
member,"Cottage Grove Ave & 71st St",22
casual,"Public Rack - Kenneth & Carmen",22
casual,"Public Rack - Wilbur Wright College South",22
member,"Archer Ave & 43rd St",22
casual,"Halsted St & 73rd St",22
member,"Constance Ave & 95th St",22
member,"Yates Blvd & 93rd St",22
member,"Vernon Ave & 107th St",22
casual,"Michigan Ave & 108th St",22
casual,"Loomis St & 95th St",22
member,"Public Rack - Minuteman Park",22
member,"Public Rack - Delphina & Foster",22
member,"Public Rack - Lowell Ave & Elston Ave",22
casual,"Public Rack - Mango & Higgins",22
casual,"Public Rack - Central Ave & Lawrence Ave",21
casual,"South Chicago Ave & 83rd St",21
member,"Halsted St & 73rd St",21
member,"Kedzie Ave & 73rd St",21
casual,"Public Rack - Parkside & Elston",21
member,"Paulina Ave & 87th St",21
casual,"Halsted St & 123rd St",21
member,"Jeffery Blvd & 76th St",21
member,"Spaulding Ave & 63rd",21
member,"Seeley Ave & Garfield Blvd",21
casual,"Halsted St & Dickens Ave*",21
member,"Sacramento Ave & 51st St",21
casual,"Loomis St & Lexington St*",21
casual,"Sedgwick St & North Ave*",21
member,"Homan Ave & 26th St",21
member,"Throop St & 52nd St",21
casual,"Springfield Ave & 80th St",21
casual,"Karlov Ave & Madison St",21
member,"Cicero Ave & Quincy St",21
casual,"Vincennes Ave & 75th St",21
casual,"Public Rack - Rockwell Ave & Touhy Ave ",21
member,"Public Rack - Pulaski & Rosemont",21
casual,"Public Rack - Milwaukee Ave & Pensacola Ave",21
casual,"Public Rack - Karlov Ave & Kamerling Ave",21
casual,"Public Rack - St Louis Ave & Berteau Ave",21
casual,"Marshfield Ave & Diversey Pkwy",21
casual,"Dearborn St & Madison St",21
casual,"Elizabeth St & 92nd St",20
casual,"Public Rack - Austin Blvd & North Ave",20
member,"South Chicago Ave & 83rd St",20
member,"Ashland Ave & 78th St",20
casual,"Public Rack - Woodlawn Ave & 63rd St S",20
member,"Western Ave & 81st St",20
casual,"Public Rack - Kenton Ave & Palmer St",20
member,"Public Rack - Laramie Ave & Belmont Ave",20
member,"Western Ave & 111th St",20
casual,"Public Rack - Milwaukee Ave & School St",20
member,"Public Rack - Champlain Ave & 65th St",20
casual,"Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY)",20
casual,"Steelworkers Park (Updated)",20
member,"Whipple St & Roosevelt Rd",20
casual,"Public Rack - Sawyer Ave & Bryn Mawr Ave - SE",20
casual,"Greenwood Ave & 97th St",20
casual,"Public Rack - Minuteman Park",20
member,"Cottage Grove Ave & 78th St",19
member,"Knox Ave & Marquette Ave",19
casual,"Halsted St & 78th St",19
member,"Keeler Ave & Roosevelt Rd",19
casual,"Southport Ave & Waveland Ave*",19
member,"Summit Ave & 86th St",19
casual,"Wabash Ave & 83rd St",19
casual,"Lamon Ave & 47th St",19
casual,"Rainbow - Beach",19
member,"Public Rack - Milwaukee Ave & Catalpa Ave",19
casual,"Kildare & Cermak",19
member,"Public Rack - Milwaukee Ave & Warner Ave",19
member,"Public Rack - Milwaukee Ave & Kennedy Expy",19
casual,"Public Rack - Lake Shore Dr & Hayes Dr",19
casual,"Noble St & Potomac Ave",19
casual,"Racine Ave & 57th St",18
member,"Ashland Ave & 66th St",18
member,"Princeton Ave & 95th St",18
member,"Roscoe & Harlem",18
member,"Evans Ave & 75th St",18
casual,"Public Rack - Pulaski Rd & 44th St",18
casual,"Public Rack - Forest Glen Station ",18
casual,"Public Rack - Milwaukee Ave & Culyer Ave",18
casual,"Altgeld Gardens",18
member,"North Ave & New England Ave",18
casual,"Public Rack - Peterson Park",18
casual,"Public Rack - Norwood Park Station ",18
member,"Lawndale Ave & 16th St",18
member,"Marmora Ave & Belmont Ave",18
member,"Public Rack - Bryn Mawr Ave & Spaulding Ave",18
casual,"Eggleston Ave & 115th St",17
member,"Stony Island Ave & South Chicago Ave",17
member,"Calumet Ave & 71st St",17
member,"Pulaski Rd & 60th Pl",17
casual,"Stony Island Ave & South Chicago Ave",17
member,"Public Rack - Milwaukee Ave & Pensacola Ave",17
casual,"Public Rack - Kimball Ave & Carmen Ave",17
member,"Marshfield Ave & 59th St",17
casual,"Public Rack - Lockwood & Archer",17
member,"Public Rack - Pulaski Rd & Armitage Ave",17
member,"Burley Ave & 91st St",17
member,"Ewing Ave & 98th St",17
casual,"Artesian Ave & 71st St",17
member,"Pershing Rd & Sacramento Ave",17
casual,"S Aberdeen St & W 106th St",17
member,"Public Rack - Lockwood Ave & Diversey Ave",17
member,"Public Rack - Milwaukee Ave & Culyer Ave",17
casual,"Public Rack - Mulligan & Northwest Hwy",17
casual,"Public Rack - Lawrence Ave & Kimball Ave",17
casual,"Public Rack - Greenwood Ave & Lake Park Ave",17
member,"Public Rack - Christiana & Lincoln",17
member,"Public Rack - St Louis & Lincoln",17
member,"Public Rack - Central Park & Peterson",16
member,"Racine Ave & Garfield Blvd",16
member,"Racine Ave & 61st St",16
member,"Halsted St & 83rd St",16
casual,"N Clark St & W Elm St",16
member,"Loomis St & 89th St",16
member,"Artesian Ave & Marquette Rd",16
member,"Public Rack - Leclaire Ave & Division St",16
member,"Mango Ave & Diversey Ave",16
member,"Springfield Ave & 71st St",16
casual,"Public Rack - Olmstead Ave & Oliphant Ave",16
casual,"Public Rack - Trumbull Ave & 111th St",16
casual,"Public Rack - Kedvale Ave & 63rd St W",16
casual,"Lavergne Ave & 44th St",16
casual,"Latrobe Ave & Chicago Ave",16
member,"California Ave & 29th St",16
member,"Public Rack - Western Blvd & 49th St",16
casual,"Homan Ave & 65th St",16
member,"Public Rack - Natoma Ave & 61st St",16
casual,"Kostner Ave & Adams St",16
casual,"Summit Ave & 86th St",16
member,"Public Rack - Halsted St & 63rd St",16
casual,"Public Rack - Keystone Ave & North Ave",16
member,"Public Rack - Peterson Ave & Milwaukee Ave",16
member,"Public Rack - Prairie Ave & Garfield Blvd N",16
member,"Clyde Ave & 87th St",15
member,"Panama Ave & Grace St",15
member,"Public Rack - Jeffery Blvd & 67th St",15
member,"Eberhart Ave & 91st St",15
member,"Public Rack - Pulaski Rd & Fullerton Ave",15
casual,"Laflin St & 115th St",15
member,"Laflin St & 115th St",15
casual,"Public Rack - Sacramento Ave & Devon Ave",15
casual,"May St & 69th St",15
member,"Public Rack - Mozart Elementary School",15
member,"Public Rack - N. Oakview and W. Gregory St",15
member,"Commercial Ave & 100th St",15
casual,"Major Taylor Trail & 124th St",15
member,"Halsted St & 104th St",15
member,"Public Rack - Mont Clare Ave & Higgins Ave",15
casual,"S Wentworth Ave & W 111th St",15
member,"Public Rack - Forest Glen & Peterson",15
member,"Public Rack - Kedzie Ave & 64th St - SW",15
member,"Lawndale Ave & 111th St",15
casual,"Public Rack - Bernard St & Foster Ave",15
member,"Public Rack - Houston Ave & 91st St",15
casual,"Manistee Ave & 95th St",14
member,"Rainbow - Beach",14
member,"Public Rack - Wolcott Ave & 61st St",14
member,"Mayfield Ave & Roosevelt Rd",14
member,"Doty Ave & 111th St",14
member,"Columbus Ave & 79th St",14
member,"Public Rack - Kedzie Ave & Walnut St",14
casual,"Public Rack - Prairie Ave & Garfield Blvd N",14
casual,"Public Rack - Laramie Ave & Belmont Ave",14
member,"Stony Island Ave & 90th St",14
member,"Fullerton & Monitor",14
member,"Western Ave & 62nd St",14
member,"Cicero Ave & Flournoy St",14
casual,"Public Rack - Avers & Lawrence",14
member,"Public Rack - Marquette Rd & 67th St",14
casual,"Public Rack - Langley Ave & Oakwood Blvd",14
casual,"Public Rack - Evans Ave & 63rd St",14
casual,"Michigan Ave & 114th St",14
member,"Public Rack - King Dr & Oakwood Blvd",14
casual,"Paulina Ave & 87th St",14
casual,"Public Rack - Garfield Park Conservatory",14
member,"Public Rack - Garfield Park Conservatory",14
casual,"Addison Red Line Corral",14
casual,"Halsted St & Court Pl",14
member,"Halsted St & 56th St",13
member,"Lamon Ave & 47th St",13
member,"Oriole Ave & Irving Park Rd",13
casual,"Michigan Ave & 71st St",13
member,"May St & 69th St",13
member,"Public Rack - Northwest Hwy & Neva Ave",13
member,"Public Rack - Rockwell Ave & Touhy Ave ",13
casual,"Public Rack - Fullerton Ave & Narragansett Ave",13
member,"Public Rack - Wilbur Wright College South",13
member,"Public Rack - Sacramento Ave & Devon Ave",13
member,"Kedzie Ave & 38th Pl",13
casual,"Sheffield Ave & Kingsbury St*",13
member,"Kildare Ave & 47th St",13
casual,"Public Rack - Delphina & Foster",13
member,"Public Rack - Cicero Ave & North Ave",13
casual,"Public Rack - S. Kilpatrick and W. 79th",13
member,"Monitor Ave & Division St",13
casual,"Commercial Ave & 100th St",13
casual,"Public Rack - Bryn Mawr Ave & Spaulding Ave",13
casual,"Public Rack - Western Ave & 100th St",13
casual,"Public Rack - Mozart Elementary School",13
casual,"Public Rack - Pulaski Rd & Fullerton Ave",13
member,"Karlov Ave & Fillmore St",13
casual,"Public Rack - Campbell Ave & Pratt Blvd",13
member,"Public Rack - Ewing Ave & Indianapolis Ave",13
casual,"California Ave & 29th St",13
member,"Racine Ave & 57th St",13
member,"Leamington Ave & Hirsch St",13
member,"Public Rack - Komensky Ave & 63rd St",13
member,"Public Rack - California Ave & Devon Ave - NE",13
casual,"Public Rack - Jeffery Blvd & 67th St",13
casual,"Indiana Ave & 133rd St",13
member,"Damen Ave & 74th St",12
member,"Greenwood Ave & 79th St",12
member,"Troy Ave & 27th St",12
member,"Loomis Blvd & 84th St",12
member,"Public Rack - Bernard St & Foster Ave",12
casual,"Public Rack - Kilpatrick & Elston",12
member,"Oketo Ave & Addison St",12
member,"Wabash Ave & 59th St",12
member,"Public Rack - Holbrook St & Milwaukee Ave",12
casual,"Public Rack - Christiana Ave & 55th St",12
member,"Campbell Ave & 51st St",12
member,"Public Rack - Pulaski & Ardmore",12
member,"Wentworth Ave & 107th St",12
member,"Public Rack - Parkside & 63rd",12
casual,"Public Rack - King Dr & 115th St",12
casual,"Public Rack - Lotus Ave & Lawrence Ave",12
casual,"Central Park Ave & 66th St",12
member,"Public Rack - Central & Leland",12
casual,"Public Rack - Western Ave & 92nd Pl",12
casual,"Public Rack - Melvina & Foster",12
member,"Public Rack - Langley Ave & Oakwood Blvd",12
casual,"Bennett Ave & 79th St",12
casual,"Public Rack - Milwaukee Ave & Lawrence Ave",12
member,"Public Rack - Emerald Ave & 45th St",12
casual,"Public Rack - Washington Park Ct & 51st St",12
casual,"Public Rack - Overhill Ave & Touhy Ave",12
member,"Addison Red Line Corral",12
casual,"Public Rack - Justine St & 87th St",12
member,"Hubbard St Depot",12
member,"Halsted St & Court Pl",12
member,"Commercial Ave & 130th St",11
member,"East End Ave & 87th St",11
member,"Public Rack - Lockwood & Archer",11
member,"Mason Ave & Belmont Ave",11
member,"Hegewisch Metra Station",11
casual,"Public Rack - Talman Ave & 51st St",11
member,"Vincennes Ave & 75th St",11
member,"Columbus Ave & 83rd Pl",11
member,"Public Rack - Cottage Grove & 86th St",11
member,"Marquette Ave & 89th St",11
member,"Public Rack - Kostner Ave & Diversey Ave",11
casual,"Public Rack - Milwaukee Ave & Addison St",11
member,"Public Rack - State ST & 42nd St",11
member,"Major Taylor Trail & 115th St",11
member,"Kedzie Ave & 110th St",11
member,"Laramie Ave & Gladys Ave",11
casual,"Public Rack - Oak Park Ave & Foster Ave",11
member,"Sacramento Blvd & Polk St",11
member,"Newcastle Ave & Irving Park Rd",11
member,"Major Ave & Bloomingdale Ave",11
casual,"Racine Ave & 61st St",11
casual,"Public Rack - Odell & Talcott",11
casual,"Public Rack - Cicero Ave & North Ave",11
casual,"Public Rack - Cicero & 64th",11
casual,"Public Rack - Christiana & Lincoln",11
casual,"Public Rack - Lavergne Ave & Belle Plaine Ave",11
casual,"Public Rack - Linder Ave & 64th Pl",11
casual,"Wood St & 84th St",11
casual,"Public Rack - Touhy Ave & Oconto Ave",11
casual,"South Chicago Ave & Elliot Ave",11
member,"Public Rack - Kildare Ave & North Ave",10
member,"Public Rack - Christiana Ave & Lawrence Ave",10
casual,"Public Rack - Western Ave & 47th Pl",10
member,"Public Rack - Karlov Ave & Lawrence Ave",10
casual,"Public Rack - Menard Ave & Dakin St - midblock",10
casual,"Wood St & Milwaukee Ave*",10
member,"Komensky Ave & 55th St",10
member,"Public Rack - Kenton Ave & Palmer St",10
member,"State St & 111th St",10
member,"Lawler Ave & 50th St",10
member,"Public Rack - Kenton & Lawrence",10
member,"Greenwood Ave & 91st St",10
member,"Public Rack - Melvina & Foster",10
casual,"Loomis St & 89th St",10
member,"Public Rack - Oak Park & Higgins",10
casual,"Public Rack - Kedzie Ave & Chicago Ave",10
member,"Ave L & 114th",10
casual,"Public Rack - Ewing Ave & 107th St",10
casual,"Public Rack - Linder & Elston",10
member,"Public Rack - 532 E 43rd St",10
casual,"Carpenter St & 63rd St",10
member,"Public Rack - Central Ave & Pensacola Ave",10
casual,"Public Rack - Avondale Ave & Addison St",10
member,"Public Rack - 111th St - Morgan Park Metra",10
casual,"Greenwood Ave & 91st St",10
casual,"Public Rack - Rutherford Ave & Belmont Ave",10
member,"Public Rack - Odell & Talcott",10
member,"Kildare & Cermak",10
casual,"Public Rack - Mont Clare Ave & Higgins Ave",10
member,"Public Rack - California Ave & Ogden Ave",10
member,"Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY)",9
member,"Bennett Ave & 79th St",9
member,"Public Rack - Spaulding Ave & Foster Ave",9
member,"Scottsdale Park",9
member,"Public Rack - California Ave & Devon Ave - NW",9
member,"Kildare Ave & 55th St",9
member,"Public Rack - Avondale Ave & Addison St",9
casual,"Public Rack - Sawyer Ave & Lawrence Ave",9
member,"Public Rack - Rutherford Ave & Belmont Ave",9
casual,"Southport Ave & Wrightwood Ave*",9
member,"Manistee Ave & 95th St",9
member,"Halsted St & 119th St",9
member,"Public Rack - Olmstead Ave & Oliphant Ave",9
casual,"Marshfield Ave & 59th St",9
casual,"Damen Ave & 33rd St",9
casual,"Public Rack - Menard Ave & Belmont Ave",9
member,"Ashland Ave & Garfield Blvd",9
member,"Elizabeth St & 92nd St",9
casual,"Public Rack - Lockwood Ave & Diversey Ave",9
member,"Public Rack - Milwaukee Ave & Waveland Ave",9
casual,"Public Rack - 532 E 43rd St",9
member,"Public Rack - Austin Blvd & North Ave",9
member,"Public Rack - Linder & Elston",9
casual,"Public Rack - Harlem & Palatine",9
member,"Public Rack - Sacramento Blvd & Washington Blvd",9
casual,"Eberhart Ave & 131st St",9
casual,"Public Rack - Houston Ave & 91st St",9
casual,"Public Rack - Avers Ave & Ogden Ave",9
casual,"Public Rack - Pulaski & Ardmore",9
casual,"Public Rack - Melvina Ave & Belmont Ave",9
member,"Public Rack - Lotus Ave & Lawrence Ave",9
member,"Franciso Ave & Bloomingdale Ave",9
casual,"Mango Ave & Grand Ave",9
casual,"Clark St & Washington St",9
member,"Damen Ave & 77th St",8
casual,"Public Rack - Pulaski Rd & Armitage Ave",8
member,"Damen Ave & 81st St",8
member,"Public Rack - Brandon Ave & 91st St",8
member,"Public Rack - King Dr & 115th St",8
member,"Indiana Ave & 133rd St",8
member,"Public Rack - Central Park Ave & Fillmore St",8
member,"Public Rack - Lorel Ave & Grand Ave",8
member,"Rhodes Ave & 71st St",8
member,"Public Rack - Pratt Ave & Odell Ave",8
casual,"Laramie Ave & Gladys Ave",8
member,"Ewing Ave & 97th St",8
member,"Avenue O & 134th St",8
member,"Public Rack - Laramie Ave & Grand Ave",8
casual,"Public Rack - Central & Leland",8
casual,"Public Rack - Western Ave & Jarvis Ave",8
member,"Public Rack - Exchange Ave & 73rd Pl",8
member,"Public Rack - Kedzie Ave & Chicago Ave",8
member,"Throop St & 99th St",8
casual,"Public Rack - Nordica & Archer",8
member,"Public Rack - Norwood Park",8
casual,"Public Rack - Lynch & Elston",8
casual,"Public Rack - Spaulding Ave & Bryn Mawr Ave",8
casual,"Public Rack - Pullman - Planet Fitness",8
casual,"Public Rack - Milwaukee Ave & Leland Ave",8
casual,"Public Rack - Calumet Ave & 51st St",8
member,"Public Rack - Sawyer Ave & Bryn Mawr Ave - SW",8
casual,"Public Rack - Milwaukee Ave & Warner Ave",8
casual,"Public Rack - Ottowa Ave & Touhy Ave",8
casual,"Public Rack - Irving Park Rd & Menard Ave",8
member,"Public Rack - Jeffrey Blvd & 71st St",8
member,"Public Rack - Hamlin Ave & Chicago Ave",8
casual,"Public Rack - Natoma Ave & 61st St",8
casual,"Shore Dr & 53rd St",8
member,"Wood St & 84th St",7
member,"Kedzie Ave & 83rd St",7
member,"Shields Ave & 57th St",7
casual,"Public Rack - Jeffrey Blvd & 71st St",7
member,"Public Rack - Kostner Ave & North Ave",7
member,"Baltimore Ave & 133rd St",7
casual,"Ada St & 113th Place",7
member,"Public Rack - Lafayette Ave & 87th St - NW",7
member,"Public Rack - Cicero Ave & Cortland St - midblock",7
casual,"Milwaukee Ave & Wabansia Ave*",7
member,"Public Rack - Fullerton Ave & Narragansett Ave",7
member,"Homewood Ave & 115th St",7
member,"Public Rack - Harlem & Palatine",7
casual,"Public Rack - California Ave & Devon Ave - NE",7
casual,"Public Rack - Hiawatha & Mendota",7
casual,"Public Rack - Northwest Hwy & Bryn Mawr",7
casual,"Public Rack - Chappel Ave & 71st St",7
casual,"Public Rack - 63rd St and Nagle Ave",7
member,"Public Rack - Ewing Ave & 99th St",7
casual,"Public Rack - N Narragansett Ave & Grand Ave",7
casual,"Public Rack - State ST & 42nd St",7
casual,"Public Rack - Norwood Park",7
member,"Public Rack - Lowe Park",7
casual,"Public Rack - Ashland Ave & 46th St",7
casual,"Shields Ave & 57th St",7
casual,"Public Rack - Wood St & 103rd St",7
casual,"Public Rack - Northwest Hwy & Neva Ave",7
casual,"Public Rack - St Louis & Lincoln",7
member,"Public Rack - Oglesby Ave & 95th St",7
casual,"Public Rack - Bryn Mawr Ave & Milwaukee Ave",7
casual,"Public Rack - Hollywood Park",7
casual,"Public Rack - Chase Ave & Touhy Ave - NE",7
casual,"Public Rack - Cottage Grove & 84th St",7
casual,"Public Rack - Monticello & Lawrence",7
member,"Public Rack - Christiana Ave & Bryn Mawr Ave",7
casual,"Public Rack - Narragansett Ave & Fullerton Ave",7
member,"Public Rack - Lafayette Ave & 95th St",7
casual,"Public Rack - Oketo & Talcott",7
member,"Public Rack - Racine Ave & 74th St",7
casual,"Public Rack - Kostner Ave & North Ave",7
member,"South Chicago Ave & Elliot Ave",6
member,"Springfield Ave & 80th St",6
member,"Public Rack - Commercial Ave & 89th St",6
member,"Public Rack - Milwaukee Ave & Addison St",6
casual,"Public Rack - Karlov Ave & Lawrence Ave",6
member,"Ada St & 113th Place",6
member,"Avenue O & 118th St",6
member,"Public Rack - Ottowa Ave & Touhy Ave",6
casual,"Western Ave & 81st St",6
casual,"Public Rack - N. Oakview and W. Gregory St",6
casual,"Public Rack - Harlem & Summerdale",6
casual,"Public Rack - Christiana Ave & Lawrence Ave",6
casual,"Public Rack - Langley Ave & 105th Pl",6
member,"Public Rack - Normal Blvd & 61st Pl",6
casual,"Public Rack - Kedzie Ave & 64th St - SE",6
member,"Public Rack - Milwaukee Ave & Leland Ave",6
member,"Public Rack - Oak Park Ave & Foster Ave",6
member,"Public Rack - Calumet Ave & 51st St",6
member,"Public Rack - Martin Luther King Dr & 44th St",6
casual,"Public Rack - Central Ave & Pensacola Ave",6
member,"Vincennes Ave & 107th St",6
member,"Public Rack - Oketo & Talcott",6
casual,"Public Rack - Sayer & Northwest Hwy",6
casual,"Public Rack - Chopin Park",6
casual,"Public Rack - 111th St - Morgan Park Metra",6
casual,"Public Rack - Neenah & Dakin",6
member,"Public Rack - Sayer & Northwest Hwy",6
member,"Public Rack - Norwood Park Station ",6
member,"Public Rack - Kedvale Ave & Avondale Ave",6
casual,"Public Rack - Halsted St & 76th St",6
casual,"Public Rack - 85th Pl & Pulaski Rd",6
casual,"Public Rack - Laramie Ave & Fullerton Ave",6
casual,"Public Rack - Melvina Ave & Montrose Ave",6
casual,"Public Rack - Milwaukee Ave & Sunnyside Ave",6
member,"Public Rack - Western Ave & 96th St",6
casual,"Rhodes Ave & 71st St",6
member,"Public Rack - Homan Ave & Lake St",6
member,"Public Rack - Torrence Ave & 98th St",6
casual,"Public Rack - Ozark Ave & Addison St",6
member,"Public Rack - Central Ave & North Ave",6
casual,"Public Rack - King Dr & Oakwood Blvd",6
casual,"Public Rack - Ewing Ave & Indianapolis Ave",6
casual,"Public Rack - Central Park & Peterson",6
